icd_code,icd_desc,icd_pma,icd_pmi,icd_pmn,icd_pma_desc,icd_pmi_desc,icd_pmn_desc
Q64.0,Epispadias,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q64.1,Exstrophy of urinary bladder,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q64.2,Congenital posterior urethral valves,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q64.3,Other atresia and stenosis of urethra and bladder neck,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q64.4,Malformation of urachus,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q64.5,Congenital absence of bladder and urethra,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q64.6,Congenital diverticulum of bladder,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q64.7,Other congenital malformations of bladder and urethra,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q64.8,Other specified congenital malformations of urinary system,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q64.9,"Congenital malformation of urinary system, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q65.0,"Congenital dislocation of hip, unilateral",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q65.1,"Congenital dislocation of hip, bilateral",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q65.2,"Congenital dislocation of hip, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q65.3,"Congenital subluxation of hip, unilateral",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q65.4,"Congenital subluxation of hip, bilateral",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q65.5,"Congenital subluxation of hip, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q65.6,Unstable hip,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q65.8,Other congenital deformities of hip,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q65.9,"Congenital deformity of hip, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q66.0,Talipes equinovarus,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q66.1,Talipes calcaneovarus,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q66.2,Metatarsus varus,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q66.3,Other congenital varus deformities of feet,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q66.4,Talipes calcaneovalgus,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q66.5,Congenital pes planus,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q66.6,Other congenital valgus deformities of feet,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q66.7,Pes cavus,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q66.8,Other congenital deformities of feet,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q66.9,"Congenital deformity of feet, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q67.0,Facial asymmetry,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q67.1,Compression facies,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q67.2,Dolichocephaly,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q67.3,Plagiocephaly,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q67.4,"Other congenital deformities of skull, face and jaw",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q67.5,Congenital deformity of spine,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q67.6,Pectus excavatum,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q67.7,Pectus carinatum,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q67.8,Other congenital deformities of chest,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q68.0,Congenital deformity of sternocleidomastoid muscle,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q68.1,Congenital deformity of hand,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q68.2,Congenital deformity of knee,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q68.3,Congenital bowing of femur,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q68.4,Congenital bowing of tibia and fibula,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q68.5,"Congenital bowing of long bones of leg, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q68.8,Other specified congenital musculoskeletal deformities,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q69.0,Accessory finger(s),A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q69.1,Accessory thumb(s),A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q69.2,Accessory toe(s),A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q69.9,"Polydactyly, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q70.0,Fused fingers,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q70.1,Webbed fingers,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q70.2,Fused toes,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q70.3,Webbed toes,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q70.4,Polysyndactyly,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q70.9,"Syndactyly, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q71.0,Congenital complete absence of upper limb(s),A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q71.1,Congenital absence of upper arm and forearm with hand present,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q71.2,Congenital absence of both forearm and hand,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q71.3,Congenital absence of hand and finger(s),A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q71.4,Longitudinal reduction defect of radius,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q71.5,Longitudinal reduction defect of ulna,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q71.6,Lobster-claw hand,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q71.8,Other reduction defects of upper limb(s),A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q71.9,"Reduction defect of upper limb, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q72.0,Congenital complete absence of lower limb(s),A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q72.1,Congenital absence of thigh and lower leg with foot present,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q72.2,Congenital absence of both lower leg and foot,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q72.3,Congenital absence of foot and toe(s),A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q72.4,Longitudinal reduction defect of femur,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q72.5,Longitudinal reduction defect of tibia,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q72.6,Longitudinal reduction defect of fibula,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q72.7,Split foot,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q72.8,Other reduction defects of lower limb(s),A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q72.9,"Reduction defect of lower limb, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q73.0,Congenital absence of unspecified limb(s),A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q73.1,"Phocomelia, unspecified limb(s)",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q73.8,Other reduction defects of unspecified limb(s),A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q74.0,"Other congenital malformations of upper limb(s), including shoulder girdle",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q74.1,Congenital malformation of knee,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q74.2,"Other congenital malformations of lower limb(s), including pelvic girdle",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q74.3,Arthrogryposis multiplex congenita,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q74.8,Other specified congenital malformations of limb(s),A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q74.9,Unspecified congenital malformation of limb(s),A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q75.0,Craniosynostosis,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q75.1,Craniofacial dysostosis,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q75.2,Hypertelorism,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q75.3,Macrocephaly,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q75.4,Mandibulofacial dysostosis,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q75.5,Oculomandibular dysostosis,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q75.8,Other specified congenital malformations of skull and face bones,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q75.9,"Congenital malformation of skull and face bones, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q76.0,Spina bifida occulta,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q76.1,Klippel-Feil syndrome,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q76.2,Congenital spondylolisthesis,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q76.3,Congenital scoliosis due to congenital bony malformation,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q76.4,"Other congenital malformations of spine, not associated with scoliosis",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q76.5,Cervical rib,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q76.6,Other congenital malformations of ribs,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q76.7,Congenital malformation of sternum,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q76.8,Other congenital malformations of bony thorax,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q76.9,"Congenital malformation of bony thorax, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q77.0,Achondrogenesis,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q77.1,Thanatophoric short stature,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q77.2,Short rib syndrome,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q77.3,Chondrodysplasia punctata,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q77.4,Achondroplasia,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q77.5,Dystrophic dysplasia,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q77.6,Chondroectodermal dysplasia,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q77.7,Spondyloepiphyseal dysplasia,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q77.8,Other osteochondrodysplasia with defects of growth of tubular bones and spine,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q77.9,"Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q78.0,Osteogenesis imperfecta,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q78.1,Polyostotic fibrous dysplasia,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q78.2,Osteopetrosis,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q78.3,Progressive diaphyseal dysplasia,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q78.4,Enchondromatosis,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q78.5,Metaphyseal dysplasia,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q78.6,Multiple congenital exostoses,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q78.8,Other specified osteochondrodysplasias,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q78.9,"Osteochondrodysplasia, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q79.0,Congenital diaphragmatic hernia,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q79.1,Other congenital malformations of diaphragm,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q79.2,Exomphalos,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q79.3,Gastroschisis,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q79.4,Prune belly syndrome,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q79.5,Other congenital malformations of abdominal wall,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q79.6,Ehlers-Danlos syndrome,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q79.8,Other congenital malformations of musculoskeletal system,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q79.9,"Congenital malformation of musculoskeletal system, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q80.0,Ichthyosis vulgaris,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q80.1,X-linked ichthyosis,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q80.2,Lamellar ichthyosis,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q80.3,Congenital bullous ichthyosiform erythroderma,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q80.4,Harlequin fetus,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q80.8,Other congenital ichthyosis,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q80.9,"Congenital ichthyosis, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q81.0,Epidermolysis bullosa simplex,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q81.1,Epidermolysis bullosa letalis,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q81.2,Epidermolysis bullosa dystrophica,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
